index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,City,State,Headquarters State,min_salary,max_salary,avg_salary,company_age,Job Type,Python,Scala,Pyspark,PowerBi
675,data scientist/data analytics practitioner,$87.000-$141.000 ,"Responsibilities   Noblis and our wholly owned subsidiary, Noblis ESI, are solving difficult problems that help our government and our country. We bring the best of scientific thought, management, and engineering expertise with a reputation for independence and objectivity. We support a wide range of government and industry clients in the areas of national security, intelligence, transportation, healthcare, environmental sustainability, and enterprise engineering.  The selected individual will be an integral member of Noblis� data analytics team. The successful candidate will need to be a self-motivated individual with a desire to work on the cutting edge of high performance computing, data science, and advanced analytics. The work will encompass diverse disciplines as the team helps projects throughout the different Noblis client mission domains.  Typical duties and responsibilities include: Support local and federal law enforcement agencies by exploring, identifing, and investigating patterns in their temporal, geo-spatial, and contextual data Exploit identified patterns in the design and implementation of tools that support local and federal law enforcement missions Communicate findings to analysis team and law enforcement leadership Client Engagement � Begin developing relationships one level up and two levels down. Identify and support opportunities to expand project scope beyond current deliverable and actively share information about clients� emerging support needs and trends with team members and management. � Participate on proposals Qualifications   Required Qualifications: Bachelor's Degree in a STEM field such as: computer science, statistics, electrical engineering, mechanical engineering, computer engineering, mathematics, and physics Minimum 3 years of experience working in any of the fields related to data science such as: statistical modeling, information retrieval, graph analysis, data mining, machine learning, image processing, computer vision, and/or geo-spatial analytics Ability to work with datasets of different sizes and formats. The ideal candidate will have a strong understanding of data preprocessing (e.g., ETL, data munging, and cleaning), analysis, and visualization techniques Statistical analysis and modeling in Python (SciPy, NumPy, NetworkX, scikit-learn) or other similar toolkits Strong collaboration and communication skills. Ability to present material to audiences of differing technical aptitude Comfortable working in both Linux and Windows environments Clearance: Active TS with the ability to obtain an SCI Highly Desired: Familiar with neural networks, cluster analysis, decision trees, collaborative filtering, and geo-spatial analysis. Understanding and application of feature engineering, extraction and reduction Experience with rapid-prototyping, algorithm development, implementation, application, and adaptation from free open-source software (FOSS) projects Familiar with software engineering and development best practices (agile software development) Overview   Noblis and our wholly owned subsidiary, Noblis ESI, are solving difficult problems that help our government and our country. We bring the best of scientific thought, management, and engineering expertise with a reputation for independence and objectivity. We support a wide range of government and industry clients in the areas of national security, intelligence, transportation, healthcare, environmental sustainability, and enterprise engineering. Learn more at Noblis -About Us  Why work at a Noblis company?  Our employees find greater meaning in their work and balance the other things in life that matter to them. Our people are our greatest asset. They are exceptionally skilled, knowledgeable, team-oriented, and mission-driven individuals who want to do work that matters and benefits the public.  Noblis has won numerous workplace awards. Noblis maintains a drug-free workplace and is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law.",40.0,Noblis4.0,Reston,1001-5000,1996,Nonprofit Organization,Consulting,Business Services,100 to 500 million ,Bridgeport, WV, VA,87,141,114.0,28,NA,1,0,0,0
12,"data scientist - statistics, early career",$137.000-$171.000 ,"*Organization and Job ID** Job ID: 310918  Directorate: National Security Directorate  Division: Computing & Analytics  Group: Applied Statistics & Computational Modeling *Job Description** This position is for a Scientist in Data Science and Applied or Mathematical Statistics who will provide scientific and technical research within the National Security Directorate (NSD) supporting the data analytics capabilities of the Computational Analytics Division. The Scientist will develop and apply fundamental mathematical or statistical theory to advance analytic solutions in various scientific domains. The Scientist must be able to draw from a strong statistical background, in areas including experimental design, advanced statistical modeling (e.g. mixed linear models, nonparametric models, etc.), machine learning, and computer simulations, to recognize patterns, characterize uncertainty, and develop predictive models using structured and unstructured data. The Scientist will produce solutions driven by domain science and mathematical statistical science from complex and high-dimensional datasets and design, develop, and evaluate advanced algorithms that lead to optimal value extraction from data. In addition to technical research this position expects participation and career development in task management, proposal writing, business development, and publishing.  Operating on the data-information-knowledge continuum, staff at PNNL employ diverse methods to confront significant problems of national interest from distilling distributed data into knowledge that supports decision processes to enabling resilient technologies that enhance computing at extreme scales. Our research portfolio spanning from basic to applied includes statistical modeling and experimental design, applied statistics, applied mathematics, machine learning, operations research, optimization, and other advanced statistical and mathematical domains.  Computing researchers and practitioners work side by side to apply advanced theories, methods, algorithms, models, evaluation tools and testbeds, and computational-based solutions to address complex scientific challenges affecting energy, biological sciences, the environment, and national security. Core domain knowledge is beneficial, such as in the nuclear, biological, energy, materials, or chemical science spaces. *The hiring level will be determined based on the education, experience, and skill set of the successful candidate based on the following:** *Level II** : Leads specific tasks of the project to meet scope, schedule and budget. Expected to contribute professionally, building a professional reputation for technical expertise. Fully applying and interpreting standard theories, principles, methods, tools and technologies. Contributes technical content to proposals and develops business through excellent project performance. *Level III:** Manages small to moderate projects and/or major project tasks. Integrates intellectual and technical capabilities of work teams. Enhances technical/professional skills of junior staff through active mentoring and training. Generates ideas for new proposals and participates in business development activities *Minimum Qualifications** + BS/BA with 2 years of experience, MS/MA with 0 years of experience, or PhD with 0 years of experience *Preferred Qualifications** + BS/BA with 5 years of experience, MS/MA with 3 years of experience, or PhD with 1 year of experience, focused in statistics with experience involving increasing levels of scientific research, task management, and programmatic responsibility  + Position requires ability to apply theories and develop technical approaches with minimal oversight  + Position requires the ability to effectively team with scientists and engineers to develop creative solutions to complex problems *Equal Employment Opportunity** Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov. *_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._** *Other Information** Due to business needs and client space, US Citizenship is required:  The Pacific Northwest National Laboratory is subject to the Department of Energy Unclassified Foreign Visits & Assignment Program site, information, technologies, and equipment access requirements.  _Directorate:_ _National Security_  _Job Category:_ _Scientists/Scientific Support_  _Group:_ _Appld Stats & Comp Modeling_  _Opening Date:_ _2020-06-03_  _Closing Date:_ _2020-09-01_",37.0,PNNL3.7,Richland,1001-5000,1965,Government,Energy,"Oil, Gas, Energy and Utilities",500 million to 1 billion ,Richland, WA, WA,137,171,154.0,59,NA,0,0,0,0
23,business intelligence analyst i- data insights,$137.000-$171.000 ,"Position Summary  Individuals within the Business Intelligence (BI) Analyst I role provide business intelligence, reporting, and data analysis needs for Customer Service and Delivery. They work closely with BI Consultants, end users, and IT teams to turn data into critical information and knowledge that can be used to make sound business decisions. It is essential that BI Analysts build an understanding of the CSD organization at a level of detail that enables them to identify and address critical issues. They provide data that is accurate, congruent and reliable, and ensure the information is easily available to users for direct consumption or integration with other systems. BI Analysts educate and train business partners and clients to use the data as an analytical tool, displaying the information in new forms and content for analysis and option exploration.  BI Analysts work with users to determine business requirements, priorities, define key performance indicators (KPI), and develop BI and data warehouse (DW) strategy. They conduct analyses of functional business processes and functional business requirements and participate in the development of business cases in the support of process changes. This includes working with business and development teams to design, and document dashboards, alerts, and reports. This individual is accountable for providing leadership and independent initiatives in facilitating information gathering, structured documentation and presentation of findings to all levels of management.  BI Analysts understand how data is turned into information and knowledge and how that knowledge supports and enables key business processes. They must have understanding of the business environment and an interest in going beyond the obvious, delving into the source, the definition, philosophy, and foundational roots of a data element to create information. They must work well within a team environment.  Candidate Responsibilities Provides design support for the development of business intelligence solutions. Works on small to mid-sized and cross-functional IT and business intelligence solutions. Works on multiple tasks/projects as team member. Participates in workstream planning process including inception, technical design, development, testing and delivery of BI solutions. May participate in project management estimation process. Works with internal and external customers and IT partners to develop and analyze business intelligence needs. Provides input to business requirements for the design of solutions. Interprets business requirements and determines optimum BI solutions to meet needs. Identifies and provides input to new technology opportunities that will have an impact on the Enterprise wide BI systems. Designs Institute-wide views and custom reports. May perform analysis for a wide range of requests using data in different formats and from various platforms. Researches business problems and creates models that help analyze these business problems. Provides input to the development of information quality metrics. Researches tools, frameworks and mechanisms for data analytics. Adheres to current standards. Provides input to standards, policies and procedures for the form, structure, and attributes of the BI tools and systems. Designs and delivers end-user training and training materials. Trains users to transform data into action-oriented information and to use correctly.  Functional Skills General knowledge of supported business functions, systems, and transactions Familiar with technology system processes, reporting functions, and methodologies Works effectively with associates from across the CGM Profit Center and with business and IT partners",35.0,Guardian Life3.5,New York,5001-10000,1860,Private Company,Insurance Carriers,Insurance,5 to 10 billion ,Appleton, WI, NY,137,171,154.0,164,NA,0,0,0,0
442,data scientist,$79.000-$133.000 ,"Job Description  Transforming the future of healthcare isn't something we take lightly. It takes teams of the best and the brightest, working together to make an impact.  As one of the largest healthcare technology companies in the U.S., we are a catalyst to accelerate the journey toward improved lives and healthier communities.Here at Change Healthcare, we're using our influence to drive positive changes across the industry, and we want motivated and passionate people like you to help us continue to bring new and innovative ideas to life.  If you're ready to embrace your passion and do what you love with a company that's committed to supporting your future, then you belong at Change Healthcare.  Pursue purpose. Champion innovation. Earn trust. Be agile. Include all.  Empower Your Future. Make a Difference.  The Data Scientist analyzes & applies anonymized healthcare information to enable better healthcare outcomes & costs, for Change Healthcare, its customers and other key constituents  RESPONSIBILITIES: Analyze anonymized healthcare information to support Change Healthcare and our customers & partners objectives, which include better healthcare outcomes, improved effectiveness and efficiency, enhanced access for those who need care, and strengthened health and wellness for patients and consumers. Create input for thought leadership projects that shape and advance the responsible use of data to improve healthcare in the US. Analyze healthcare trends. Understand drivers for health & wellness for both individuals and the health ecosystem at large. Use this understanding to help create predictive models projecting future healthcare conditions, outcomes and economics Effective collaborator (within CHC and with customers). Success requires effective internal teamwork (IT, legal, account management, executives) and key external constituents MINIMUM JOB REQUIREMENTS: Minimum 6 years experience in Data Solutions Field or related area Advanced SQL expertise with at least 1-2 years' experience working with large datasets (30 million records +) Expertise extracting large datasets and presenting in Excel or Spotfire Basic to intermediate understanding of statistics (predictions, statistical significance, normalization, etc.) Ability to summarize complex insights in plain English (for eventual consumption by the business and/or customers) Healthcare billing and/or clinical data experience highly desirable (but not necessary) Ability to take initiative and work independently CRITICAL SKILLS: Demonstrates curiosity/determination/iteration/innovation in using data to improve healthcare. Experience matching/linking multiple datasets to create cohesive, longitudinal analytic datasets. Ability to interpret abstract concepts to developer compelling insight, while ensuring their statistical validity. Internal burning desire to succeed, yet a team player Education:  Bachelor's degree required (ideally with strong concentration in statistics or programming  Join our team today where we are creating a better coordinated, increasingly collaborative, and more efficient healthcare system!  Equal Opportunity/Affirmative Action Statement  Change Healthcare is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, genetic information, national origin, disability, or veteran status. To about employment discrimination protections under federal law, read EEO is the Law at and the supplemental information at  If you need a reasonable accommodation to assist with your application for employment, please contact us by sending an email to with 'Applicant requesting reasonable accommodation' as the subject. Resumes or CVs submitted to this email box will not be accepted.  Click here to view our pay transparency nondiscrimination policy.  Change Healthcare maintains a drug free workplace and conducts pre-employment drug-testing, where applicable, in accordance with federal, state and local laws.  Change Healthcare is an Equal Opportunity Employer. Employment at Change Healthcare is based upon your individual merit and qualifications. We don't discriminate on the basis of race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, physical or mental disability, marital status, protected veteran status or disability, genetic characteristic, or any other characteristic protected by applicable federal, state or local law. We will also make all reasonable accommodations to meet our obligations under the Americans with Disabilities Act (ADA) and state disability laws. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability.",27.0,Change Healthcare2.7,Nashville,10000+,2007,Public Company,IT Services,Information Technology,N/A ,Lombard, IL, TN,79,133,106.0,17,NA,0,0,0,0
290,data scientist,$141.000-$225.000 ,"Work Authorization Those authorized to work in the United states are encouraged to apply.We are able to sponsor H1-B at this time. Job SummaryThis position will provide professional-level business process support and analysis for major initiatives that support the Data Analytics Work stream of the Information Technology Advisory Committee. This position will contribute to the design and implementation of a branch wide data governance model and will review the current data and analytic portfolio and branch workload models to identify new opportunities and make suggestions for adjustments. This position will help inventory agency datasets and match those datasets against agency data needs. The position will perform gap analyses to determine where additional governance may be needed. Minimum Job-Specific SkillsQualifications Required (in order of relative importance) Ability to convert business requirements into a technical design and implementation plan. Ability to analyze issues from system documentation and recommend solutions. Experience managing technical projects, including conflict resolution, issue escalations, status reporting and resource management. Understanding of courtroom operations and workflow. Experience in R and Stata. High level of technical writing experience. Excellent oral, written, analytical and communication skills with the ability to lead a technical discussion to both technical and non-technical staff. Excellent presentation skills for both technical and non-technical audiences, including creating and presenting executive summaries to management and technical committees. Excellent analytical, verbal and conflict resolution skills. Experience with data visualization and software such as Tableau and Power BI. Additional SkillsQualifications Desired General Prepare effective written materials for purposes of user and system documentation. Use initiative and independent judgment within established procedural guidelines. Resolve complex technical issues. Explain technical issues to senior management in a nontechnical manner. Technical Exposure and experience with Cloud computing. Conceptual understanding of Amazon Web Services, Microsoft Azure, Google Cloud, IBM and Oracle Cloud Platforms. Experience using SQL, Python, or other database query languages.",38.84,PETADATA,Fremont,51-200,2024,Private Company,Not Available,Not Available,N/A ,San Francisco, CA, CA,141,225,183.0,0,NA,1,0,0,0
368,data scientist,$112.000-$116.000 ,"Job Description Our client is committed to unlocking the potential of biology for patients suffering from serious illnesses by discovering, developing, manufacturing and delivering innovative human therapeutics. This approach begins by using tools like advanced human genetics to unravel the complexities of disease and understand the fundamentals of human biology.  Job Description:  This person will be responsible for providing support to advance artificial intelligence and data analytics effort by building machine learning models, support their implementation and deployment through collaborations with stake holders. Build a wide range of data and analytics solutions, from descriptive to prescriptive using advance statistical and machine learning models Leverage large datasets to conduct end-to end analytics that include data gathering and requirements specifications, processing, analytics, ongoing deliverables, and presentations Interact cross-functionally with a wide variety of people and teams. Work closely with subject matter experts to identify opportunities and deliver value by developing novel, practical, scientific data-driven solutions to meet business needs Basic Qualifications: Master� s degree OR Bachelor� s degree & 2 years of directly related experience OR Associate degree & 6 years of directly related experience OR High school diploma / GED & 8 years of directly related experience Preferred Qualifications: M.Sc., in Engineering or Computer Sciences Expertise in comprehensive set of data analytics and modeling methods such as unsupervised (i.e. PCA, K-Means), supervised (i.e. PLS, tree-based algorithms and deep learning), approaches and in their application to biotechnology processes Expertise working with large data sets, data mining and machine learning tools Experience in various artificial intelligence applications Expertise in Python and SQL Programming Languages Understanding of biopharmaceuticals process, related unit operations including analytical methods and process controls. Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy Independent, self-motivated, organized, able to multi-task in project environments, and skilled in communication, facilitation, and collaboration. Team player, prepared to work in and embrace a team-based culture that relies on collaboration for effective decision-making Familiarity with DevOps and good software practices (i.e. version control, continuous integration, test driven development)",47.0,Compass Consulting Group4.7,Danville,51-200,2008,Private Company,Consulting,Business Services,N/A ,Thousand Oaks, CA, CA,112,116,114.0,16,NA,1,0,0,0
375,data scientist,$112.000-$116.000 ,"This opportunity is 100 remote! Are you a passionate Data Scientist interested in managing complex project work? If so, we may have the ideal role for you with our innovative client. You will play a critical role as a liaison between your team and Project Managers, and as an advisor to senior management on enterprise planning. This is a full-time, permanent opportunity, offering a competitive salary and comprehensive benefits package. Responsibilities of the Data Scientist Act as primary technical lead to creatively utilize diverse healthcare data sources Create custom statistical analytics to inform complex business questions for healthcare clients Manage complex project work using SAS, R, Python, or other software Assess and advise management on gaps and opportunities in enterprise data science capabilities Devise and recommend plans for growth through new methods or technologies Requirements of the Data Scientist Master's degree in Statistics and 3 years of related experience At least 3 years of experience serving as a project liaison between PMs and programmers At least 2 years of experience SAS, R, andor Python statistical programming Machine Learning Mentoring programmers Acting as SME on statistical programs and approaches Keywords Data Scientist, SAS, R, Python, ML, SME, Technical Lead, Healthcare Job ID 337569 About Eliassen Group Eliassen Group provides strategic talent solutions to drive our clients' innovation and business results. Leveraging over 30 years of success, our expertise in IT staffing, Agile consulting, creative services, managed services, and life sciences enables us to partner with our clients to execute their business strategy and scale effectively. Headquartered in Reading, MA and with offices from coast to coast, Eliassen Group offers local community presence, deep networks, as well as national reach. For more information, visit httpwww.eliassen.com. Eliassen Group is an Equal OpportunityAffirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Don't miss out on our referral program! If we hire a candidate that you refer us to then you can be eligible for a 1,000 referral check!",44.0,Eliassen Group4.4,Reading,1001-5000,1989,Private Company,Staffing and Outsourcing,Business Services,100 to 500 million ,Plano, TX, MA,112,116,114.0,35,NA,1,0,0,0
447,principal data scientist,$69.000-$116.000 ,"Job Requisition ID # 20WD40121 Job Title Principal Data Scientist Job Description  Principal Data Scientist Location: Boston, MA OR San Francisco, CA OR Portland, OR- United States Job ID: 20WD40121  Security @ Autodesk Our team of security experts helps Autodesk design, build, deploy and maintain secure products. We are embedding security in the full spectrum of how we build our products from inception, design, development, testing to how we are running them in the cloud as well as how we are responding to any existing or emerging threats to our products or the building blocks of our products and services. Our job is to be one step ahead of the bad guys and use expertise, technology and other resources to thwart their efforts to compromise our products and the environment in which they operate. Our team keeps a single-minded focus on protecting our customer�s data and their investment in our products by strengthening our applications, underlying services and network.  Position Overview We are seeking an innovative and strategic thinker to help start a data science program within our team. This is an exciting and brand-new position as part of the Autodesk Security organization to develop new capabilities and gain insights through advanced analytics. The ideal candidate will guide the team to design, build, and deploy high-impact analytical models in support of the security program charter.  As a Principal Data Scientist, you will guide strategic planning and insight for security challenges in applications, products, and services throughout the company. You are expected to deliver strategic foresight and drive excellence in the new data science program. You have significant experience and maturity to raise the bar for the department. You will collaborate with stakeholders throughout the organization, including engineers, architects, and management. You will identify opportunities and trade-offs to design and implement solutions to advance the program.  This role is a unique position that will have a lot of freedom and creativity in the fields of data science and analytics. A security background is not required.  This position can be based out of our offices in Boston, Portland, or San Francisco.  Responsibilities Lead and guide a data science program to help understand how the wealth of security data can drive insights into weaknesses, threats, and opportunities Work on a variety of challenges and drive the strategic direction of the program Design, implement, and deploy data analytics technologies Apply quantitative analysis and data mining to build models that improve the security posture of applications, products, and services Research new technologies that can improve the team�s agility, performance, and effectiveness Influence product development and roadmap prioritization Leverage a creative mindset to solve challenging problems Collaborate with individuals and teams throughout the organization Minimum Qualifications Degree in a quantitative field, computer science, or an engineering discipline Advanced knowledge of data analytics technologies Highly technical with both tactical and strategic capabilities Hands-on working experience with big data use cases, including designing, building and applying analytics applications Experience working with big data platforms, such as Hadoop, Spark, Hive, etc. Fluency with one or more programming languages, such as Python, Go, etc. Statistical programming skills, such as R, Matlab, Python data science toolkits, etc. Experience working with distributed teams and other cross-functional stakeholders Experience in an engineering or technical role delivering software solutions Preferred Qualifications Knowledge of cloud computing technologies, such as Amazon Web Services (AWS), Microsoft Azure, and Google Cloud Platform (GCP) Familiarity with Machine Learning (ML) techniques and applications #ADSKSecurityCareers  #LI-POST  At Autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. Autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. We also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law.  Are you an existing contractor or consultant with Autodesk? Please search for open jobs and apply internally (not on this external site). If you have any questions or require support, contact Autodesk Careers.",40.0,Autodesk4.0,San Rafael,5001-10000,1982,Public Company,Computer Hardware and Software,Information Technology,2 to 5 billion ,San Francisco, CA, CA,69,116,92.5,42,Senior,1,0,0,0
505,data scientist,$95.000-$119.000 ,"Job Description Data Scientist Duration: 6+ month contract Location: Chicago, IL 60601 Overview: The CRS Group is currently looking for a Data Scientist for one of our clients in the Chicagoland area. The CRS Group is a nationwide Staffing Firm who works primarily with Fortune 500 and Fortune 1000 corporations.  Duties and Responsibilities: This team is responsible for evaluating case management programs, identifying and forecasting new healthcare opportunities, validating established clinical predictive models and staying up to date with cutting-edge research methodologies. All members of the team focus on designing analyses based on observational data gathered from multi-disciplinary resources then analyzing the robust and complete datasets using a combination of proven and experimental data science techniques. We partner with senior medical directors and clinical teams to leverage our data-driven recommendations to enhance the member experience, increase the affordability of care, and improve health and wellness for all our members. Qualifications: Bachelor�s degree 1 year of work experience in an advanced mathematical, statistical, engineering crs_tgavin ss # 87106 Qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or genetic information.",47.0,CRS Group4.7,Itasca,51-200,1994,Private Company,Staffing and Outsourcing,Business Services,10 to 25 million ,Chicago, IL, IL,95,119,107.0,30,NA,0,0,0,0
109,data scientist,$99.000-$132.000 ,"Description  SAIC is seeking an individual for a Data Analytics role to join the Space and Missions Group (SMSG). SMSG provides specialized program management, engineering, analysis and operations support to a variety of Intelligence Community (IC) and Department of Defense (DoD) customers. You would support the cutting-edge programs in national security-related systems based in space, in the air and on the ground.  This Data Analytics role will work in a collaborative team-focused environment with technical understanding and practical application in prototyping, designing, and integrating niche tools which will be used in an analytical environment. This position will help progress, establish, incorporate, and advance current and promising concepts to inform tactical decision making timelines. Your role is to provide needed knowledge and proficiency to develop algorithms, support modeling and simulation efforts and provide data analytic skills to conduct analyses to support physics-based modeling for Indications and Warning platforms and sensor systems in the defensive space domain. This position is available immediately and is in direct support to the community�s space situational awareness mission.  Responsibilities include but are not limited to:  - Conduct analysis of mission data applicable to defensive space domain to promote awareness and understanding about threat behaviors and vulnerabilities Formulate and interpret problems in mathematical or computational terms Design, develop, use, and evaluate mathematical models, methods, and algorithm application to explore concepts and solve problems for the customer Develop, maintain, and enhance complex and diverse software algorithms (e.g. processing-intensive analytics, novel process development, manipulation of large data sets) Advance and progress space-based models for integration into simulation scenarios  - Research analysis products and tools for possible integration to enhance Modeling & Simulation framework  - Create new tools and applications using a variety of software languages, frameworks, and libraries Improve, support, and test a Modeling & Simulation framework to support other team member�s analysis work  - Refine and enhance existing applications to better meet the customer�s mission Code, test, and maintain internally developed mathematical software tools  Qualifications  A Bachelor's Degree in Mathematics, Physics, Information Technology field, Operations Research or related discipline is required Three years of experience of demonstrated on-the-job knowledge of providing data analytics solutions Demonstrated proficiency in programming languages such as Python, C/C++, Java, .NET on windows and UNIX systems as appropriate Hands-on experience creating algorithms and engineering tools for data processing and modeling and simulation Practical understanding in modeling and simulation with a focus on optimization, including theoretical and numerical methods for analysis of current and future systems Must have the aptitude and attitude to tackle unsolved technical challenges Capability to distill complex problems into digestible structures/formats Active TS/SCI",37.0,SAIC3.7,Reston,10000+,2013,Public Company,Enterprise Software and Network Solutions,Information Technology,5 to 10 million ,Chantilly, VA, VA,99,132,115.5,11,NA,1,0,0,0
393,data engineer,$110.000-$163.000 ,"Kingfisher Systems, Inc. specializes in providing a full range of Information Technology, Cybersecurity, Intelligence, and support services to the U.S. Government. Kingfisher Systems core competency is technology-enabled services, with a specific focus on national security. Since 2005, Kingfisher has established itself as a recognized and trusted mission partner whose mission is safeguarding sensitive information, operations, and programs for our Federal customers and warfighters.  Responsibilities:  Kingfisher Systems, Inc. is seeking a Data Engineer to provide data flows and transformations to automate, script, visualize, and modeling subnational wealth. Day to day technical tasks include meeting with the customer to understand and refine the requirements. The candidate will use Nifi and Python to create data flows and transformations and understand the workflow of the project. They will work with the customer to implement any requested updates, move data storage to RDS, and work with security to ensure the entire system is compliant. They will compile security controls and artifacts and contribute to the Standard Operating Procedures and other related documents.  Skills Requirements: The successful candidate should have experience with scripting in Python and using Nifi. Some knowledge of geospatial software such as ArcGIS, QGIS is preferred or willingness to learn. Knowledge of best practices for data standards, data management, data quality. Experience with SQL, PostGreSQL/PostGIS. Ability to communicate analysis to experts and lay persons alike. Years of Experience: Minimum of 3 years experience.  Degree Requirement: Bachelor's degree in computer science, geography, or related field.  Minimum Clearance Requirement: Minimum Top Secret clearance with SCI Eligibility. Applicants selected will be subject to an additional security investigation and thus may have additional eligibility requirements to meet.  Kingfisher Systems, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, among other things, or status as a qualified individual with a disability.",45.0,Kingfisher Systems4.5,Falls Church,51-200,2005,Private Company,Federal Agencies,Government,25 to 50 million ,Falls Church, VA, VA,110,163,136.5,19,NA,1,0,0,0
477,data scientist,$31.000-$56.000 ,"Child Care Aware� of America, our nation�s leading voice for child care, works with more than 450 state and local Child Care Resource and Referral agencies to ensure that families in every local community have access to quality, affordable child care.  Child Care Aware of America is committed to recruiting and retaining a diverse workforce. Our mission is to advance a child care system that effectively serves all children and families. Joining our efforts provides a powerful opportunity to make a difference in the lives of families and to advocate for the approximately 1.5 million child care providers in the United States. The child care workforce is 94% women; 40% people of?color; and 22% foreign-born. And despite the invaluable service they provide, 36.7 percent of them live below 200% of the federal poverty line. Join CCAoA to help us realize our vision that every family in the United States has access to a high-quality, affordable child care system.  Summary of Position:  The Data Scientist will be responsible for gathering data from a variety of sources, and highlighting key data points to advance the organization�s mission. She/he/they will determine project design, and be essential in identifying solutions to complex data problems that will enhance the team�s ability to access data and new analytical tools. The Data Scientist will ensure that CCAoA�s data is available to internal and external stakeholders and present data driven analyses in partnership with the Research team.  Position Duties and Responsibilities: Use various modeling and machine learning techniques to creatively solve business problems. Work with a large & growing child care datasets using descriptive statistics and data visualization tools. Create insights from existing data and drive the collection of new data through instrumentation. Communicate methodology and results of advanced analyses using accessible language and intuitive data visualizations. Create reproducible, documented analyses and models that lend themselves to automation. Perform other duties or tasks as assigned or required. Qualification and Experience: Master's in a quantitative discipline or computer science, or a Bachelor's and 4-6 years related experience required. 2+ years� experience programming in R and/or Python. Experience with cloud-based (Google, Amazon or Microsoft) data science tools. Experience building/deploying ML models in AWS, Azure or Google Cloud. Strong foundation in statistical analysis and machine learning techniques. Facility with relational, columnar, and NoSQL database systems. Experience coping nimbly with imperfect data. Knowledge, Skills and Abilities: Proven experience in developing machine learning and deep learning systems to solve real world problems. Passionate about solving difficult problems creatively. An excellent communicator and listener who helps others understand both problems and solutions. Someone who knows how to tell a story with their data. A strong team player who enjoys helping their teammates succeed.",28.0,Child Care Aware of America2.8,Arlington,51-200,1987,Nonprofit Organization,Social Assistance,Non-Profit,25 to 50 million ,Arlington, VA, VA,31,56,43.5,37,NA,1,0,0,0
